chord,freq,contains,,data,,,,
,,,,V,,,,
,,,,iv7,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,VIM7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,viio7,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,II,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,iii,,,,
,,,,IV,,,,
,,,,It,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,IV,,,,
,,,,ii%7,,,,
,,,,viio7,,,,
,,,,III,,,,
,,,,IIIM7,,,,
,,,,i7,,,,
,,,,iio,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,III,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,v,,,,
,,,,v,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,v,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,III,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,vi7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,iii,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,,,,,
,,,,viio,,,,
,,,,,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,iii,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,i,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,ii%7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii%7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii%7,,,,
,,,,VI,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,iv7,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,i,,,,
,,,,v,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,#vio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#vio,,,,
,,,,V,,,,
,,,,i,,,,
,,,,bi7,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,III,,,,
,,,,VII,,,,
,,,,III,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,iv,,,,
,,,,v,,,,
,,,,,,,,
,,,,III,,,,
,,,,III,,,,
,,,,#ivo7,,,,
,,,,III,,,,
,,,,VII7,,,,
,,,,i,,,,
,,,,VII,,,,
,,,,i,,,,
,,,,iio7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,III,,,,
,,,,III,,,,
,,,,iio7,,,,
,,,,V,,,,
,,,,III,,,,
,,,,iv7,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,VI,,,,
,,,,bii7,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,i,,,,
,,,,V,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,bII,,,,
,,,,III7,,,,
,,,,III,,,,
,,,,VI,,,,
,,,,III7,,,,
,,,,bII,,,,
,,,,VI,,,,
,,,,III7,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,III7,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,ii,,,,
,,,,III,,,,
,,,,v,,,,
,,,,v,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,i7,,,,
,,,,bII,,,,
,,,,v,,,,
,,,,VII,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,#vi7,,,,
,,,,VII,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,VI,,,,
,,,,iv7,,,,
,,,,#vio,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,VII,,,,
,,,,III,,,,
,,,,III7,,,,
,,,,VI,,,,
,,,,bII,,,,
,,,,vii7,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,vo,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I7,,,,
,,,,iv,,,,
,,,,VII,,,,
,,,,#vio7,,,,
,,,,VII,,,,
,,,,VII,,,,
,,,,ii,,,,
,,,,III,,,,
,,,,VII,,,,
,,,,VII,,,,
,,,,ii,,,,
,,,,III,,,,
,,,,III,,,,
,,,,II,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,i,,,,
,,,,II7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,II7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,VII7,,,,
,,,,III,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,III7,,,,
,,,,VI,,,,
,,,,III,,,,
,,,,VII7,,,,
,,,,VII7,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,i,,,,
,,,,v,,,,
,,,,II,,,,
,,,,#viio7,,,,
,,,,III,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#io7,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,v7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,v,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,viio,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,v,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,#viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,i,,,,
,,,,vio,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,#iv,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#VII+,,,,
,,,,#viio7,,,,
,,,,II,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IVM7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,iii,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,bII,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,iii,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,iii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,VII,,,,
,,,,V7,,,,
,,,,III,,,,
,,,,III,,,,
,,,,,,,,
,,,,V,,,,
,,,,VI,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V+,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,VII,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,iii,,,,
,,,,V7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V+,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,v,,,,
,,,,#viio7,,,,
,,,,bVII,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,vii%7,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,IVM7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IVM7,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,iii,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,,,,,
,,,,I,,,,
,,,,,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi7,,,,
,,,,vi7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,i,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,vii%7,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,IVM7,,,,
,,,,ii,,,,
,,,,V7,,,,
