chord,measure,beat,totbeat,op,no,mov,length,global_key,is_major,unified_chord,Case
I,155,2,310,95,11,2,1,D,FALSE,I+,TRUE
I64(b6),158,1,315,95,11,2,2,D,FALSE,I+,TRUE
I64,159,2,318,95,11,2,1,D,FALSE,I+,TRUE
I,162,2,324,95,11,2,1,D,FALSE,I+,TRUE
I,166,1,331,95,11,2,2,D,FALSE,I+,TRUE
I,169,1,337,95,11,2,2,D,FALSE,I+,TRUE
I(9),170,1,339,95,11,2,0.5,D,FALSE,I+,TRUE
I,170,1.5,339.5,95,11,2,0.5,D,FALSE,I+,TRUE
I,184,1,367,95,11,2,1,D,FALSE,I+,TRUE
I,186,1,371,95,11,2,1,D,FALSE,I+,TRUE
I,189,1,377,95,11,2,4,D,FALSE,I+,TRUE
I\\\\,191,1,381,95,11,2,2,D,FALSE,I+,TRUE
i64,1,2,2,95,11,3,1,FALSE,FALSE,I,TRUE
.#VI.I,66,1,196,95,11,3,6,FALSE,FALSE,I+,TRUE
I\\\\,74,1,220,95,11,3,2,FALSE,FALSE,I+,TRUE
I,75,1,223,95,11,3,1,FALSE,FALSE,I+,TRUE
I,76,1,226,95,11,3,2,FALSE,FALSE,I+,TRUE
I,77,3,231,95,11,3,10,FALSE,FALSE,I+,TRUE
.#VI.I,146,1,436,95,11,3,6,FALSE,FALSE,I+,TRUE
I,81,1,241,132,15,5,2,a,TRUE,I,TRUE
I\\\\,154,1,460,95,11,3,2,FALSE,FALSE,I+,TRUE
I,155,1,463,95,11,3,1,FALSE,FALSE,I+,TRUE
I,156,1,466,95,11,3,2,FALSE,FALSE,I+,TRUE
I,157,3,471,95,11,3,7,FALSE,FALSE,I+,TRUE
i,1,1,1.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
i,2,1,3.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
i,9,3,20.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
i,10,1,21.5,95,11,4,6,FALSE,FALSE,I,TRUE
i,12,2.5,29,95,11,4,1.5,FALSE,FALSE,I,TRUE
i,13,2.5,32,95,11,4,1.5,FALSE,FALSE,I,TRUE
i(4),15,2.5,38,95,11,4,0.5,FALSE,FALSE,I,TRUE
i,15,3,38.5,95,11,4,1,FALSE,FALSE,I,TRUE
i,16,2.5,41,95,11,4,0.5,FALSE,FALSE,I,TRUE
i,16,3.5,42,95,11,4,0.5,FALSE,FALSE,I,TRUE
i(974),17,2.5,44,95,11,4,0.5,FALSE,FALSE,I,TRUE
i6,17,3,44.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
i[i6,23,1,60.5,95,11,4,4.5,FALSE,FALSE,I,TRUE
i,24,2.5,65,95,11,4,1.5,FALSE,FALSE,I,TRUE
i6,25,2.5,68,95,11,4,1,FALSE,FALSE,I,TRUE
i,25,3.5,69,95,11,4,0.5,FALSE,FALSE,I,TRUE
i6],26,2.5,71,95,11,4,1.5,FALSE,FALSE,I,TRUE
i(7),31,1,84.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
i(#6),31,1.5,85,95,11,4,0.5,FALSE,FALSE,I,TRUE
i6(9),31,2.5,86,95,11,4,0.5,FALSE,FALSE,I,TRUE
i6,31,3,86.5,95,11,4,0.5,FALSE,FALSE,I,TRUE
I,69,1,198.5,95,11,4,1.5,FALSE,FALSE,I+,TRUE
I,134,1,394.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,136,1,402.5,95,11,4,2.5,FALSE,FALSE,I+,TRUE
I],136,3.5,405,95,11,4,0.5,FALSE,FALSE,I+,TRUE
I[I,137,1,406.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I(9),139,1,414.5,95,11,4,0.5,FALSE,FALSE,I+,TRUE
I,139,1.5,415,95,11,4,1.5,FALSE,FALSE,I+,TRUE
I],141,1,422.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,142,1,426.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,143,1,430.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,144,1,434.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I\\\\,151,1,462.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,157,1,486.5,95,11,4,4,FALSE,FALSE,I+,TRUE
I,159,1,494.5,95,11,4,4,FALSE,FALSE,I+,TRUE
I(#9),161,1,502.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I(7),163,1,510.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,163,3,512.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I6,165,1,518.5,95,11,4,3,FALSE,FALSE,I+,TRUE
I64,165,4,521.5,95,11,4,1,FALSE,FALSE,I+,TRUE
I6,167,1,526.5,95,11,4,3,FALSE,FALSE,I+,TRUE
I64,167,4,529.5,95,11,4,1,FALSE,FALSE,I+,TRUE
I6,169,1,534.5,95,11,4,2,FALSE,FALSE,I+,TRUE
I,171,1,542.5,95,11,4,4,FALSE,FALSE,I+,TRUE
I,173,1,550.5,95,11,4,4,FALSE,FALSE,I+,TRUE
I\\\\,175,1,558.5,95,11,4,4,FALSE,FALSE,I+,TRUE
I[I64,132,1,394,132,15,5,2,a,TRUE,I,TRUE
I6,132,3.5,396.5,132,15,5,0.5,a,TRUE,I,TRUE
I6,134,1,400,132,15,5,1.5,a,TRUE,I,TRUE
I,134,3.5,402.5,132,15,5,0.5,a,TRUE,I,TRUE
I64,136,1.5,406.5,132,15,5,0.5,a,TRUE,I,TRUE
I6,136,3.5,408.5,132,15,5,0.5,a,TRUE,I,TRUE
I6,139,1,415,132,15,5,0.5,a,TRUE,I,TRUE
iii.i,86,1,256,59,9,2,1.5,a,TRUE,?,TRUE
I6,139,2,416,132,15,5,1,a,TRUE,I,TRUE
I6,140,3,420,132,15,5,1,a,TRUE,I,TRUE
I,141,2,422,132,15,5,1,a,TRUE,I,TRUE
I6,143,1,427,132,15,5,1,a,TRUE,I,TRUE
i,86,2.5,257.5,59,9,2,1.5,a,TRUE,?,TRUE
I(9),181,1,541,132,15,5,1.5,a,TRUE,I,TRUE
I,181,2.5,542.5,132,15,5,1.5,a,TRUE,I,TRUE
I.I,297,1,889,132,15,5,3,a,TRUE,I,TRUE
I,300,1,898,132,15,5,2,a,TRUE,I,TRUE
I64,304,1,910,132,15,5,5,a,TRUE,I,TRUE
I6,311,3,933,132,15,5,1,a,TRUE,I,TRUE
I64,315,1,943,132,15,5,2,a,TRUE,I,TRUE
I6(4),318,1,952,132,15,5,1,a,TRUE,I,TRUE
I6,318,2,953,132,15,5,1,a,TRUE,I,TRUE
I\\\\,324,1,970,132,15,5,1,a,TRUE,I,TRUE
I,324,2,971,132,15,5,6,a,TRUE,I,TRUE
I6,326,2,977,132,15,5,2.5,a,TRUE,I,TRUE
I,328,1,982,132,15,5,6,a,TRUE,I,TRUE
I6,332,1,994,132,15,5,3,a,TRUE,I,TRUE
I\\\\,336,1,1006,132,15,5,1.5,a,TRUE,I,TRUE
I6,336,2.5,1007.5,132,15,5,1.5,a,TRUE,I,TRUE
I6,338,1,1012,132,15,5,3,a,TRUE,I,TRUE
I,340,1,1018,132,15,5,2,a,TRUE,I,TRUE
I,341,1,1021,132,15,5,2,a,TRUE,I,TRUE
I,342,1,1024,132,15,5,2,a,TRUE,I,TRUE
I,343,1,1027,132,15,5,2,a,TRUE,I,TRUE
I,344,1,1030,132,15,5,6,a,TRUE,I,TRUE
I\\\\,350,1,1048,132,15,5,3,a,TRUE,I,TRUE
I6,360,3,1080,132,15,5,1,a,TRUE,I,TRUE
I6(4),363,1,1087,132,15,5,1,a,TRUE,I,TRUE
I6,363,2,1088,132,15,5,1,a,TRUE,I,TRUE
I64(#4),364,1,1090,132,15,5,1,a,TRUE,I,TRUE
I64,364,2,1091,132,15,5,1,a,TRUE,I,TRUE
I6,367,1,1099,132,15,5,2,a,TRUE,I,TRUE
I64,369,2,1106,132,15,5,9.5,a,TRUE,I,TRUE
I,374,1.5,1120.5,132,15,5,0.5,a,TRUE,I,TRUE
I\\\\,375,1,1123,132,15,5,1,a,TRUE,I,TRUE
I,375,2,1124,132,15,5,1,a,TRUE,I,TRUE
I6(64),376,1,1126,132,15,5,0.5,a,TRUE,I,TRUE
I6,376,1.5,1126.5,132,15,5,0.5,a,TRUE,I,TRUE
I\\\\,377,1,1129,132,15,5,3,a,TRUE,I,TRUE
I,378,1,1132,132,15,5,3,a,TRUE,I,TRUE
I6,381,1,1141,132,15,5,3,a,TRUE,I,TRUE
I\\\\,385,1,1153,132,15,5,0.5,a,TRUE,I,TRUE
I[I,385,1.5,1153.5,132,15,5,2.5,a,TRUE,I,TRUE
I6,387,1,1159,132,15,5,3,a,TRUE,I,TRUE
I,389,1,1165,132,15,5,1,a,TRUE,I,TRUE
I,390,1,1168,132,15,5,2,a,TRUE,I,TRUE
I,391,1,1171,132,15,5,2,a,TRUE,I,TRUE
I,392,1,1174,132,15,5,2,a,TRUE,I,TRUE
I,393,1,1177,132,15,5,3,a,TRUE,I,TRUE
vii.i64,88,1,262,59,9,2,1,a,TRUE,?,TRUE
I,399,1,1195,132,15,5,3,a,TRUE,I,TRUE
I,402,1,1204,132,15,5,1,a,TRUE,I,TRUE
I,403,1,1207,132,15,5,1,a,TRUE,I,TRUE
I\\\\,404,1,1210,132,15,5,3,a,TRUE,I,TRUE
v.i,71,1,141,135,16,1,1,nothing,FALSE,I,TRUE
i6,71,2,142,135,16,1,1,nothing,FALSE,I,TRUE
I6,75,1,149,135,16,1,1,nothing,FALSE,I+,TRUE
I,76,2,152,135,16,1,1,nothing,FALSE,I+,TRUE
I,79,1,157,135,16,1,1,nothing,FALSE,I+,TRUE
i64,115,2,230,135,16,1,0.5,nothing,FALSE,I,TRUE
i,116,2.5,232.5,135,16,1,0.5,nothing,FALSE,I,TRUE
i,18,3.5,54.5,135,16,3,0.5,Db,FALSE,I,TRUE
i6,88,2,263,59,9,2,1.5,a,TRUE,?,TRUE
i64,88,3.5,264.5,59,9,2,0.5,a,TRUE,?,TRUE
i64,90,1,268,59,9,2,1.5,a,TRUE,?,TRUE
i,90,2.5,269.5,59,9,2,1.5,a,TRUE,?,TRUE
I,31,3.25,93.25,135,16,3,0.25,Db,TRUE,I,TRUE
i64,107,1,449,135,16,4,1,FALSE,FALSE,I,TRUE
i6,107,3,451,135,16,4,2,FALSE,FALSE,I,TRUE
i6,109,1,457,135,16,4,1,FALSE,FALSE,I,TRUE
i6,109,3,459,135,16,4,-3,FALSE,FALSE,I,TRUE
i,110,1,461,135,16,4,2,FALSE,FALSE,I,TRUE
I\\\\,114,1,477,135,16,4,2,FALSE,FALSE,I+,TRUE
ii.i6,133,-1,551,135,16,4,6,FALSE,FALSE,I,TRUE
i,136,3,567,135,16,4,1,FALSE,FALSE,I,TRUE
i6,137,1,569,135,16,4,1,FALSE,FALSE,I,TRUE
i6,137,3,571,135,16,4,2,FALSE,FALSE,I,TRUE
i,138,1,573,135,16,4,2,FALSE,FALSE,I,TRUE
i(9),140,3,583,135,16,4,1,FALSE,FALSE,I,TRUE
i6,145,3,603,135,16,4,2,FALSE,FALSE,I,TRUE
i6,147,1,609,135,16,4,2,FALSE,FALSE,I,TRUE
i6(#76),148,3,615,135,16,4,1,FALSE,FALSE,I,TRUE
i6,148,4,616,135,16,4,3,FALSE,FALSE,I,TRUE
i64,153,3,635,135,16,4,2,FALSE,FALSE,I,TRUE
i,157,1,649,135,16,4,-2,FALSE,FALSE,I,TRUE
i6,157,-1,647,135,16,4,6,FALSE,FALSE,I,TRUE
i,162,1,669,135,16,4,-2,FALSE,FALSE,I,TRUE
i6,162,-1,667,135,16,4,1,FALSE,FALSE,I,TRUE
i6,164,-2,674,135,16,4,1,FALSE,FALSE,I,TRUE
i6,167,5,695,135,16,4,2,FALSE,FALSE,I,TRUE
I64,168,1,697,135,16,4,1.5,FALSE,FALSE,I+,TRUE
I6,168,2.5,698.5,135,16,4,0.5,FALSE,FALSE,I+,TRUE
I,168,5,701,135,16,4,2,FALSE,FALSE,I+,TRUE
i,177,1,751,135,16,4,2,FALSE,FALSE,I,TRUE
v.i,40,1,118,18,1,1,3,FALSE,FALSE,I,TRUE
i6,48,1,142,18,1,1,1,FALSE,FALSE,I,TRUE
i,53,3.5,159.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,131,3,393,18,1,1,1,FALSE,FALSE,I,TRUE
i6,132,3,396,18,1,1,1,FALSE,FALSE,I,TRUE
i6,133,3.5,399.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,134,3.5,402.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,138,3,414,18,1,1,1,FALSE,FALSE,I,TRUE
i6,139,3.5,417.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,140,3.5,420.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,145,3.5,435.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,146,3.5,438.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,147,3.5,441.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,148,3.5,444.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,149,3.5,447.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i6,150,3.5,450.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,151,1,451,18,1,1,12,FALSE,FALSE,I,TRUE
i6,156,1,466,18,1,1,3,FALSE,FALSE,I,TRUE
i,157,1,469,18,1,1,3,FALSE,FALSE,I,TRUE
i64,158,2,473,18,1,1,1,FALSE,FALSE,I,TRUE
i.i,159,1,475,18,1,1,3,FALSE,FALSE,I,TRUE
i6,160,1,478,18,1,1,9,FALSE,FALSE,I,TRUE
i6,164,1,490,18,1,1,3,FALSE,FALSE,I,TRUE
i,165,1,493,18,1,1,2,FALSE,FALSE,I,TRUE
i64,166,2,497,18,1,1,1,FALSE,FALSE,I,TRUE
I\\\\,191,1,571,18,1,1,1.25,FALSE,FALSE,I+,TRUE
I6,196,1,586,18,1,1,3,FALSE,FALSE,I+,TRUE
.bII.I,198,1,592,18,1,1,3,FALSE,FALSE,I+,TRUE
I,199,1,595,18,1,1,3,FALSE,FALSE,I+,TRUE
I6(6),202,1,604,18,1,1,1.5,FALSE,FALSE,I+,TRUE
I6,202,2.5,605.5,18,1,1,4.5,FALSE,FALSE,I+,TRUE
I(#2),206,1,616,18,1,1,1,FALSE,FALSE,I+,TRUE
I,206,2,617,18,1,1,2,FALSE,FALSE,I+,TRUE
i,209,1,625,18,1,1,1,FALSE,FALSE,I,TRUE
i,210,3.5,630.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,211,3.5,633.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,212,3.5,636.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,213,3.5,639.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,214,3.5,642.5,18,1,1,0.5,FALSE,FALSE,I,TRUE
i,92,1,274,59,9,2,1.5,a,TRUE,?,TRUE
i,94,1,280,59,9,2,1.5,a,TRUE,?,TRUE
i,96,1,286,59,9,2,1.5,a,TRUE,?,TRUE
i,98,1,292,59,9,2,1.5,a,TRUE,?,TRUE
i,100,1,298,59,9,2,1.5,a,TRUE,?,TRUE
V[i,137,1,409,59,9,2,1.5,a,TRUE,?,TRUE
i,140,1,418,59,9,2,3,a,TRUE,?,TRUE
i64,142,1,424,59,9,2,1.5,a,TRUE,?,TRUE
i,143,1,427,59,9,2,1,a,TRUE,?,TRUE
i6,143,2,428,59,9,2,0.5,a,TRUE,?,TRUE
i,144,1,430,59,9,2,6,a,TRUE,?,TRUE
i6,146,2.5,437.5,59,9,2,1,a,TRUE,?,TRUE
i,146,3.5,438.5,59,9,2,0.5,a,TRUE,?,TRUE
i,148,1,442,59,9,2,1.5,a,TRUE,?,TRUE
i,149,1,445,59,9,2,1.5,a,TRUE,?,TRUE
i\\\\,150,1,448,59,9,2,5.5,a,TRUE,?,TRUE
i,157,1,469,59,9,2,1.5,a,TRUE,?,TRUE
I6,24,1,104.5,18,1,2,4.5,d,TRUE,I,TRUE
I,26,1,113.5,18,1,2,1.5,d,TRUE,I,TRUE
I,26,4,116.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,27,2.5,119.5,18,1,2,1.5,d,TRUE,I,TRUE
I,28,1,122.5,18,1,2,1.5,d,TRUE,I,TRUE
I,28,4,125.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,29,2.5,128.5,18,1,2,1.5,d,TRUE,I,TRUE
I,30,1,131.5,18,1,2,1.5,d,TRUE,I,TRUE
I\\\\,34,1,149.5,18,1,2,3,d,TRUE,I,TRUE
i\\\\,159,1,475,59,9,2,1.5,a,TRUE,?,TRUE
I\\\\,38,1,167.5,18,1,2,3,d,TRUE,I,TRUE
I[I,38,4,170.5,18,1,2,1.5,d,TRUE,I,TRUE
I,40,1,176.5,18,1,2,4.5,d,TRUE,I,TRUE
I,41,4,184,18,1,2,1.5,d,TRUE,I,TRUE
I6,43,1,190,18,1,2,1.25,d,TRUE,I,TRUE
I,43,2.5,191.5,18,1,2,1.5,d,TRUE,I,TRUE
I,45,1,199,18,1,2,1.5,d,TRUE,I,TRUE
I\\\\,45,2.5,200.5,18,1,2,3,d,TRUE,I,TRUE
I,76,1,338.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,76,4,341.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,77,2.5,344.5,18,1,2,1.5,d,TRUE,I,TRUE
I,78,1,347.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,78,4,350.5,18,1,2,1.5,d,TRUE,I,TRUE
I6,79,2.5,353.5,18,1,2,1.5,d,TRUE,I,TRUE
I,80,1,356.5,18,1,2,1.5,d,TRUE,I,TRUE
I\\\\,84,1,374.5,18,1,2,3,d,TRUE,I,TRUE
i6,162,1,484,59,9,2,0.5,a,TRUE,?,TRUE
I\\\\,88,1,392.5,18,1,2,0.5,d,TRUE,I,TRUE
I[I64,88,1.5,393,18,1,2,4,d,TRUE,I,TRUE
I,90,1,401.5,18,1,2,4.5,d,TRUE,I,TRUE
I6,93,1,415,18,1,2,1.25,d,TRUE,I,TRUE
I,93,2.5,416.5,18,1,2,1.5,d,TRUE,I,TRUE
.bIII.I,11,1,31,18,1,3,2,FALSE,FALSE,I+,TRUE
I6,11,3,33,18,1,3,1,FALSE,FALSE,I+,TRUE
I(974),13,1,37,18,1,3,1,FALSE,FALSE,I+,TRUE
I,13,2,38,18,1,3,2,FALSE,FALSE,I+,TRUE
.bVI.I,17,1,49,18,1,3,3,FALSE,FALSE,I+,TRUE
i.i,21,1,61,18,1,3,3,FALSE,FALSE,I,TRUE
i6,22,3,66,18,1,3,1,FALSE,FALSE,I,TRUE
i(4+2),24,1,70,18,1,3,1,FALSE,FALSE,I,TRUE
i,26,1,76,18,1,3,3,FALSE,FALSE,I,TRUE
i,28,1,82,18,1,3,3,FALSE,FALSE,I,TRUE
.bVI.I[I,90,1,268,18,1,3,3,FALSE,FALSE,I+,TRUE
I,91,1,271,18,1,3,8,FALSE,FALSE,I+,TRUE
I,94,1,280,18,1,3,11,FALSE,FALSE,I+,TRUE
I],98,1,292,18,1,3,3,FALSE,FALSE,I+,TRUE
i64,99,2,296,18,1,3,1,FALSE,FALSE,I,TRUE
i\\\\,101,1,301,18,1,3,3,FALSE,FALSE,I,TRUE
i(+2),112,1,334,18,1,3,3,FALSE,FALSE,I,TRUE
i,113,1,337,18,1,3,3,FALSE,FALSE,I,TRUE
v.i,75,1.5,149.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i6,76,1,151,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,76,1.5,151.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i6,77,1,153,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,77,1.5,153.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i\\\\,79,1,157,18,1,4,2,FALSE,FALSE,I,TRUE
i,81,1,161,18,1,4,2,FALSE,FALSE,I,TRUE
vi.i6,107,2,214,18,1,4,1,FALSE,FALSE,I,TRUE
i6,116,2,232,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,117,1,233,18,1,4,3,FALSE,FALSE,I,TRUE
i,120,1,239,18,1,4,1,FALSE,FALSE,I,TRUE
i6,120,2,240,18,1,4,0.5,FALSE,FALSE,I,TRUE
ii.i,122,1,243,18,1,4,9,FALSE,FALSE,I,TRUE
i6,124,1,247,18,1,4,1,FALSE,FALSE,I,TRUE
i,124,2,248,18,1,4,0.5,FALSE,FALSE,I,TRUE
v.i6,125,1,249,18,1,4,1,FALSE,FALSE,I,TRUE
i,125,2,250,18,1,4,0.5,FALSE,FALSE,I,TRUE
i64,126,1.5,251.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,128,1,255,18,1,4,1.5,FALSE,FALSE,I,TRUE
i.i,129,1,257,18,1,4,9,FALSE,FALSE,I,TRUE
i6,129,10,266,18,1,4,-7,FALSE,FALSE,I,TRUE
i,130,1,259,18,1,4,1,FALSE,FALSE,I,TRUE
I6,133,1,265,18,1,4,0.5,FALSE,FALSE,I+,TRUE
I,133,1.5,265.5,18,1,4,7.5,FALSE,FALSE,I+,TRUE
I6,139,1,277,18,1,4,3.5,FALSE,FALSE,I+,TRUE
I,140,2.5,280.5,18,1,4,0.5,FALSE,FALSE,I+,TRUE
I6,143,1,285,18,1,4,0.5,FALSE,FALSE,I+,TRUE
I,143,1.5,285.5,18,1,4,2,FALSE,FALSE,I+,TRUE
v.i6,159,1,317,18,1,4,2,FALSE,FALSE,I,TRUE
i,160,1,319,18,1,4,1,FALSE,FALSE,I,TRUE
i6,162,1,323,18,1,4,1,FALSE,FALSE,I,TRUE
i,162,2,324,18,1,4,0.5,FALSE,FALSE,I,TRUE
i.i6,163,1,325,18,1,4,2,FALSE,FALSE,I,TRUE
i,164,1,327,18,1,4,15,FALSE,FALSE,I,TRUE
i,166,1,331,18,1,4,1,FALSE,FALSE,I,TRUE
i6,166,2,332,18,1,4,0.5,FALSE,FALSE,I,TRUE
I6,169,1,337,18,1,4,2,FALSE,FALSE,I+,TRUE
I,170,1,339,18,1,4,2,FALSE,FALSE,I+,TRUE
i6,172,1.5,343.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i6,174,2,348,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,175,1,349,18,1,4,0.5,FALSE,FALSE,I,TRUE
i6,175,1.5,349.5,18,1,4,1,FALSE,FALSE,I,TRUE
i,175,2.5,350.5,18,1,4,1,FALSE,FALSE,I,TRUE
i64,176,16,366,18,1,4,0.5,FALSE,FALSE,I,TRUE
i64,187,1,373,18,1,4,2,FALSE,FALSE,I,TRUE
i,215,1,429,18,1,4,17,FALSE,FALSE,I,TRUE
i.i,311,1.5,621.5,18,1,4,27,FALSE,FALSE,I,TRUE
i6,312,1,623,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,312,1.5,623.5,18,1,4,27,FALSE,FALSE,I,TRUE
i6,313,1,625,18,1,4,0.5,FALSE,FALSE,I,TRUE
i,313,1.5,625.5,18,1,4,0.5,FALSE,FALSE,I,TRUE
i\\\\,315,1,629,18,1,4,27.5,FALSE,FALSE,I,TRUE
i,315,28.5,656.5,18,1,4,-25.5,FALSE,FALSE,I,TRUE
i,317,1,633,18,1,4,2,FALSE,FALSE,I,TRUE
i(+4+2),52,1,103,18,2,1,0.5,G,FALSE,I,TRUE
i,52,1.5,103.5,18,2,1,0.5,G,FALSE,I,TRUE
i(+4+2),53,1,105,18,2,1,0.5,G,FALSE,I,TRUE
i\\\\,53,1.5,105.5,18,2,1,0.5,G,FALSE,I,TRUE
i(+4+2),54,1,107,18,2,1,0.5,G,FALSE,I,TRUE
i,54,1.5,107.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),57,1,113,18,2,1,0.5,G,FALSE,I,TRUE
i,57,1.5,113.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),58,1,115,18,2,1,0.5,G,FALSE,I,TRUE
i\\\\,58,1.5,115.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),59,1,117,18,2,1,0.5,G,FALSE,I,TRUE
i,59,1.5,117.5,18,2,1,0.5,G,FALSE,I,TRUE
i6,84,1,167,18,2,1,1,G,FALSE,I,TRUE
i,84,2,168,18,2,1,1,G,FALSE,I,TRUE
i\\\\,86,1,171,18,2,1,2,G,FALSE,I,TRUE
i,88,1,175,18,2,1,2,G,FALSE,I,TRUE
i,89,2,178,18,2,1,1,G,FALSE,I,TRUE
I,92,1,183,18,2,1,2,G,FALSE,I+,TRUE
I,93,2,186,18,2,1,1,G,FALSE,I+,TRUE
iv.i,94,2.5,188.5,18,2,1,0.5,G,FALSE,I,TRUE
i,95,2,190,18,2,1,1,G,FALSE,I,TRUE
i6,96,2,192,18,2,1,1,G,FALSE,I,TRUE
I,98,2.5,196.5,18,2,1,0.5,G,FALSE,I+,TRUE
I6,99,2.5,198.5,18,2,1,0.5,G,FALSE,I+,TRUE
I6,100,1.5,199.5,18,2,1,0.5,G,FALSE,I+,TRUE
I6,100,2.5,200.5,18,2,1,0.5,G,FALSE,I+,TRUE
I,102,1,203,18,2,1,2,G,FALSE,I+,TRUE
I6,104,1,207,18,2,1,1,G,FALSE,I+,TRUE
I,104,2,208,18,2,1,1,G,FALSE,I+,TRUE
I6,106,1,211,18,2,1,1,G,FALSE,I+,TRUE
I,106,2,212,18,2,1,1,G,FALSE,I+,TRUE
I(4),109,1,217,18,2,1,1,G,FALSE,I+,TRUE
I,109,2,218,18,2,1,1,G,FALSE,I+,TRUE
I64,111,2,222,18,2,1,1,G,FALSE,I+,TRUE
i,116,1,231,18,2,1,1,G,FALSE,I,TRUE
i,118,1,235,18,2,1,2,G,FALSE,I,TRUE
i,123,1,245,18,2,1,2,G,FALSE,I,TRUE
vi.i,165,1,329,18,2,1,1,G,FALSE,I,TRUE
i6,165,2,330,18,2,1,1,G,FALSE,I,TRUE
i,175,1,349,18,2,1,1,G,FALSE,I,TRUE
I6,176,1,351,18,2,1,0.5,G,FALSE,I+,TRUE
I,176,1.5,351.5,18,2,1,1.5,G,FALSE,I+,TRUE
i,177,1,353,18,2,1,1,G,FALSE,I,TRUE
i64,202,1.5,403.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),204,1,407,18,2,1,0.5,G,FALSE,I,TRUE
i,204,1.5,407.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),205,1,409,18,2,1,0.5,G,FALSE,I,TRUE
i,205,1.5,409.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),206,1,411,18,2,1,0.5,G,FALSE,I,TRUE
i,206,1.5,411.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),209,1,417,18,2,1,0.5,G,FALSE,I,TRUE
i,209,1.5,417.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),210,1,419,18,2,1,0.5,G,FALSE,I,TRUE
i,210,1.5,419.5,18,2,1,0.5,G,FALSE,I,TRUE
i(4+2),211,1,421,18,2,1,0.5,G,FALSE,I,TRUE
i,211,1.5,421.5,18,2,1,0.5,G,FALSE,I,TRUE
v.i,38,1,75,18,2,4,2,G,FALSE,I,TRUE
i6,39,1,77,18,2,4,2,G,FALSE,I,TRUE
i,44,1,87,18,2,4,2,G,FALSE,I,TRUE
i64,45,1,89,18,2,4,2,G,FALSE,I,TRUE
I\\\\,103,1,205,18,2,4,2,G,FALSE,I+,TRUE
.bVI.I,140,1,279,18,2,4,4,G,FALSE,I+,TRUE
I,142,1.5,283.5,18,2,4,0.5,G,FALSE,I+,TRUE
I6,146,1,291,18,2,4,0.5,G,FALSE,I+,TRUE
